商家名稱,地址,營業電話,營業時間,網址,描述,類別
KAT Fitess,110 臺北市信義區臺北市信義區永吉路302號地下、地下之1,營業電話：0227656586,營業時間：週一~週五09:00~23:30；週六~週日09:00~20:30,https://www.kattaiwan.com/,KAT一直致力於提供客製化且有效的體適能培訓課程，秉持著Know - 引進新知、Apply - 貫徹力行、Training - 專注培訓的原則培育優秀的私人教練，透過健身教育讓更多人擁有更健康的身體。 動滋券適用品項：,
游刃有魚,112 臺北市北投區明德路365號（學思樓2Ｆ）,營業電話：02282866698,營業時間：0900-2100,https://wiswim.tw/,我們是一家複合式運動場館，包含無邊際泳池課程的寶寶游泳、兒童游泳和成人魚式游泳及水療復原訓練，同時也有陸上肌力訓練、舞蹈以及各式瑜珈的學期式課程。,
好習慣運動教室,105 臺北市松山區臺北市 松山區 松基里復興北路２１７號,營業電話：0227168620,營業時間：09:00-22:00,https://www.hobbystudio.com.tw/,好習慣健康企業有限公司（好習慣運動教室），由胡孝新（Energy體適能講師），於2018年5月16日成立，團隊成員主要來自於國立臺灣師範大學體育研究所、國立臺北教育大學體育學系與臺灣藝術大學舞蹈系，主要營業項目為：培訓健身師資、創造系統課程、企業社區講座、線上視訊教學，與台北市市中心的兩家一樓店面，南京復興店（復興北路217號）、台北京站店（長安西路152號），現在服務的企業有：仁寶電腦、伊頓飛瑞、威健實業、研華科技、映象模具、安聯人壽、資誠會計、臺大EMBA、國巨企業、薩摩亞商宸展科技、世界先進、信源企業、啟點行銷。 動滋券適用品項：,
欣跳運動工作室,100 臺北市中正區忠孝東路一段11-2號3樓,營業電話：0909993463,營業時間：10:00-21:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
ensage,116 臺北市文山區指南路二段64號 (政大研究暨創新育成總中心4F) 350403,營業電話：0921334602,營業時間：9:00~18:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"ensage是為了提供每一位喜愛單車運動的騎士所建立的垂直整合平台，我們提供補給車媒合、旅遊行程、在地嚮導、攝影與自行車器材購買等服務，並提供許多關於單車的知識內容及社交平台功能。 動滋券適用品項：戶外運動類_馬拉松/路跑,戶外運動類_自由車,運動旅遊業_旅行社運動遊程,辦比賽","動滋券適用品項：戶外運動類_馬拉松/路跑,戶外運動類_自由車,運動旅遊業_旅行社運動遊程,辦比賽"
REFINE 純淬健身,111 臺北市士林區中正路122號B1,營業電話：28348058,營業時間：0700-2300,https://www.refinefitness.com.tw/,"LOGO使用「燒杯中的啞鈴」來呈現提煉健康的進行式；期許透過[ REFINE ]能改善您的健身方式，獲得更有效率的健身效果與健康狀況之意涵。 動滋券適用品項：格鬥類_其他格鬥類,運動保健","動滋券適用品項：格鬥類_其他格鬥類,運動保健"
臺北市南港運動中心,115 臺北市南港區合成里玉成街６９號,營業電話：0226532279,營業時間：06:00-22:00,https://ngsc.cyc.org.tw/,臺北市南港運動中心為地上八層，地下四層之鋼構RC主體建築，緊臨松山火車站旁，位於松山、信義、南港三區交界處，交通便利(捷運:板南線後山埤站4號出口、松山線松山站4A出口)，為一全方位多功能綜合型之運動場館，以打造「健康活力台北城」為目標。,
逸啟飛運動教育股份有限公司,110 臺北市信義區東興路51號11樓,營業電話：0233938113,營業時間：10:00-17:00,https://www.impact.com.tw/about.aspx,IMPACT 逸啟飛運動教育成立於 2019 年 12 月，為展逸國際企業集團子公司。我們相信運動就是教育的一環，並且致力於運動與教育的整合。運動與教育不應該是選擇題，不是在光譜的兩邊，它更像是一題申論題，兩個面向都要回答，因為我們衷心相信認為均衡發展的運動教育能夠成就更好的人，更好的自己。 動滋券適用品項：,
Curves復興民權店,105 臺北市松山區復興北路331號2樓,營業電話：0225093303,營業時間：12:00~13:30 16:00~20:30 (六)10:30~13:30,http://www.curves.com.tw,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 (分店電話) *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",
練功房 The Pain Cave,104 臺北市中山區臺北市 中山區 晴光里林森北路６１２號２樓,營業電話：0925105206,營業時間：週一至週五 06:30~21:30 週六至週日 13:30~18:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,練功房，英文原文為 Pain Cave，國外三鐵選手或自行車選手以此暱稱自己的訓練場所。而這間練功房，就是為學員打造的訓練天地，希望每個人來到這裡，透過訓練的刺激，提升體能，改善生活品質。,
Self room Work Out Place,105 臺北市松山區市民大道六段131號,營業電話：0225281698,營業時間：07:00-24:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
